Chr1	0	49999	-0.020860215
Chr1	50000	99999	-0.020860215
Chr1	100000	149999	-0.019680851
Chr1	150000	199999	-0.019278351
Chr1	200000	249999	0.048571429
Chr1	250000	299999	0.054414894
Chr1	300000	349999	0.06442029
Chr1	350000	399999	0.065080386
Chr1	400000	449999	0.064679487
Chr1	450000	499999	0.063650794
Chr1	500000	549999	0.0621875
Chr1	550000	599999	0.06434375
Chr1	600000	649999	0.06209375
Chr1	650000	699999	0.075273973
Chr1	700000	749999	0.091520913
Chr1	750000	799999	0.090760456
Chr1	800000	849999	0.090267176
Chr1	850000	899999	0.093744856
Chr1	900000	949999	0.092655602
Chr1	950000	999999	0.092655602
Chr1	1000000	1049999	0.091859504
Chr1	1050000	1099999	0.088780488
Chr1	1100000	1149999	0.08877551
Chr1	1150000	1199999	0.089958678
Chr1	1200000	1249999	0.06443787
Chr1	1250000	1299999	0.058717949
Chr1	1300000	1349999	0.026521739
Chr1	1350000	1399999	-0.005128205
Chr1	1400000	1449999	0.002820513
Chr1	1450000	1499999	-0.028181818
Chr1	1500000	1549999	-0.034444444
Chr1	1550000	1599999	0.012619048
Chr1	1600000	1649999	-0.000106383
Chr1	1650000	1699999	-0.003789474
Chr1	1700000	1749999	-0.001546392
Chr1	1750000	1799999	-0.00185567
Chr1	1800000	1849999	-0.00185567
Chr1	1850000	1899999	-0.000416667
Chr1	1900000	1949999	-0.006632653
Chr1	1950000	1999999	-0.006634615
Chr1	2000000	2049999	-0.003047619
Chr1	2.05e+06	2099999	0.000285714
Chr1	2100000	2149999	-0.001759259
Chr1	2150000	2199999	-0.003153153
Chr1	2200000	2249999	0.001509434
Chr1	2250000	2299999	1.18E-19
Chr1	2300000	2349999	-0.002075472
Chr1	2350000	2399999	-0.006435644
Chr1	2400000	2449999	-0.009
Chr1	2450000	2499999	0.003297872
Chr1	2500000	2549999	0.007444444
Chr1	2550000	2599999	-0.049148936
Chr1	2600000	2649999	-0.032682927
Chr1	2650000	2699999	-0.027906977
Chr1	2700000	2749999	-0.027857143
Chr1	2750000	2799999	-0.024634146
Chr1	2800000	2849999	-0.0246
Chr1	2850000	2899999	-0.0276
Chr1	2900000	2949999	-0.017234043
Chr1	2950000	2999999	-0.023095238
Chr1	3000000	3049999	-0.026046512
Chr1	3050000	3099999	-0.03
Chr1	3100000	3149999	-0.026829268
Chr1	3150000	3199999	-0.011
Chr1	3200000	3249999	-0.011
Chr1	3250000	3299999	-0.007179487
Chr1	3300000	3349999	-0.000487805
Chr1	3350000	3399999	-0.008444444
Chr1	3400000	3449999	-0.008043478
Chr1	3450000	3499999	0.000444444
Chr1	3500000	3549999	0.001136364
Chr1	3550000	3599999	-0.009166667
Chr1	3600000	3649999	-0.001785714
Chr1	3650000	3699999	0.001111111
Chr1	3700000	3749999	-0.006666667
Chr1	3750000	3799999	0.000178571
Chr1	3800000	3849999	0.00673913
Chr1	3850000	3899999	-0.0122
Chr1	3900000	3949999	-0.017083333
Chr1	3950000	3999999	-0.013191489
Chr1	4000000	4049999	-0.016818182
Chr1	4050000	4099999	-0.01125
Chr1	4.1e+06	4.15e+06	-0.010731707
Chr1	4.15e+06	4199999	-0.025609756
Chr1	4200000	4249999	-0.025609756
Chr1	4250000	4299999	-0.025609756
Chr1	4300000	4349999	-0.033589744
Chr1	4350000	4399999	-0.027142857
Chr1	4400000	4449999	-0.022571429
Chr1	4450000	4499999	-0.011142857
Chr1	4500000	4549999	-0.006857143
Chr1	4550000	4599999	0.009375
Chr1	4600000	4649999	0.007894737
Chr1	4650000	4699999	0.011111111
Chr1	4700000	4749999	0.022352941
Chr1	4750000	4799999	-0.013684211
Chr1	4800000	4849999	-0.0195
Chr1	4850000	4899999	0.029285714
Chr1	4900000	4949999	0.029285714
Chr1	4950000	4999999	0.029285714
Chr1	5000000	5049999	0.029285714
Chr1	5050000	5099999	0.048571429
Chr1	5100000	5149999	0.048
Chr1	5150000	5199999	0.0665625
Chr1	5200000	5249999	0.047272727
Chr1	5250000	5299999	0.027428571
Chr1	5300000	5349999	0.04027027
Chr1	5350000	5399999	-0.07641791
Chr1	5400000	5449999	-0.081142857
Chr1	5450000	5499999	-0.087945205
Chr1	5500000	5549999	-0.090277778
Chr1	5550000	5599999	-0.093589744
Chr1	5600000	5649999	-0.099102564
Chr1	5650000	5699999	-0.094810127
Chr1	5700000	5749999	-0.093
Chr1	5750000	5799999	-0.091168831
Chr1	5800000	5849999	-0.093116883
Chr1	5850000	5899999	-0.089493671
Chr1	5900000	5949999	-0.034190476
Chr1	5950000	5999999	-0.021885246
Chr1	6000000	6049999	0.123398693
Chr1	6050000	6099999	0.140240175
Chr1	6100000	6149999	0.154271523
Chr1	6150000	6199999	0.142165414
Chr1	6200000	6249999	0.105013298
Chr1	6250000	6299999	0.106218375
Chr1	6300000	6349999	0.105794393
Chr1	6350000	6399999	0.119694444
Chr1	6400000	6449999	0.120907821
Chr1	6450000	6499999	0.121896067
Chr1	6500000	6549999	0.121316527
Chr1	6550000	6599999	0.121824513
Chr1	6600000	6649999	0.122797784
Chr1	6650000	6699999	0.122635229
Chr1	6700000	6749999	0.122736111
Chr1	6750000	6799999	0.122698192
Chr1	6800000	6849999	0.12225
Chr1	6850000	6899999	0.122350487
Chr1	6900000	6949999	0.121919192
Chr1	6950000	6999999	0.12362426
Chr1	7000000	7049999	0.087682927
Chr1	7050000	7099999	0.049794721
Chr1	7100000	7149999	-0.071573034
Chr1	7150000	7199999	-0.129911504
Chr1	7200000	7249999	0.060384615
Chr1	7250000	7299999	0.051538462
Chr1	7300000	7349999	0.051538462
Chr1	7350000	7399999	0.0404
Chr1	7400000	7449999	0.038928571
Chr1	7450000	7499999	0.028823529
Chr1	7500000	7549999	0.001923077
Chr1	7550000	7599999	-0.004047619
Chr1	7600000	7649999	-0.026666667
Chr1	7650000	7699999	-0.026666667
Chr1	7700000	7749999	-0.02275
Chr1	7750000	7799999	-0.026829268
Chr1	7800000	7849999	-0.033191489
Chr1	7850000	7899999	-0.030508475
Chr1	7900000	7949999	-0.027777778
Chr1	7950000	7999999	-0.027846154
Chr1	8000000	8049999	-0.032083333
Chr1	8.05e+06	8.1e+06	-0.034303797
Chr1	8100000	8149999	-0.034691358
Chr1	8150000	8199999	-0.034285714
Chr1	8.2e+06	8.25e+06	-0.032235294
Chr1	8250000	8299999	-0.02862069
Chr1	8.3e+06	8.35e+06	-0.027840909
Chr1	8350000	8399999	-0.026236559
Chr1	8400000	8449999	-0.015851064
Chr1	8450000	8499999	-0.014555556
Chr1	8500000	8549999	0.037413793
Chr1	8550000	8599999	0.037988506
Chr1	8600000	8649999	0.039653179
Chr1	8650000	8699999	0.036171429
Chr1	8700000	8749999	0.031912568
Chr1	8750000	8799999	0.032421053
Chr1	8800000	8849999	0.007681159
Chr1	8850000	8899999	-0.036877828
Chr1	8900000	8949999	-0.043363775
Chr1	8950000	8999999	-0.054630952
Chr1	9000000	9049999	-0.056274286
Chr1	9050000	9099999	-0.056276958
Chr1	9100000	9149999	-0.056294248
Chr1	9150000	9199999	-0.050261233
Chr1	9200000	9249999	-0.050051493
Chr1	9250000	9299999	-0.050298969
Chr1	9300000	9349999	-0.05043299
Chr1	9350000	9399999	-0.050557851
Chr1	9400000	9449999	-0.049628887
Chr1	9450000	9499999	-0.049278557
Chr1	9500000	9549999	-0.061848552
Chr1	9550000	9599999	-0.062388889
Chr1	9600000	9649999	-0.062658509
Chr1	9650000	9699999	-0.061949059
Chr1	9700000	9749999	-0.061839465
Chr1	9750000	9799999	-0.062519597
Chr1	9800000	9849999	-0.062605985
Chr1	9850000	9899999	-0.050543131
Chr1	9900000	9949999	-0.048606357
Chr1	9950000	9999999	-0.009083333
Chr1	10000000	10049999	-0.01986014
Chr1	10050000	10099999	0.001511628
Chr1	10100000	10149999	0.007213622
Chr1	10150000	10199999	-0.000915751
Chr1	10200000	10249999	-0.002656827
Chr1	10250000	10299999	-0.001851852
Chr1	10300000	10349999	-0.002287823
Chr1	10350000	10399999	-0.007044674
Chr1	10400000	10449999	-0.007598566
Chr1	10450000	10499999	-0.009021739
Chr1	10500000	10549999	-0.01025641
Chr1	10550000	10599999	-0.007426471
Chr1	10600000	10649999	-0.008109091
Chr1	10650000	10699999	0.039977324
Chr1	10700000	10749999	0.042172131
Chr1	10750000	10799999	0.041507937
Chr1	10800000	10849999	0.037355212
Chr1	10850000	10899999	0.033895871
Chr1	10900000	10949999	0.033554502
Chr1	10950000	10999999	0.035356037
Chr1	11000000	11049999	0.054303351
Chr1	11050000	11099999	0.049166667
Chr1	11100000	11149999	0.051899225
Chr1	11150000	11199999	0.050563107
Chr1	11200000	11249999	0.051832359
Chr1	11250000	11299999	0.061904762
Chr1	11300000	11349999	0.039166667
Chr1	11350000	11399999	0.050865979
Chr1	11400000	11449999	0.058150754
Chr1	11450000	11499999	0.057227723
Chr1	11500000	11549999	0.056430678
Chr1	11550000	11599999	0.056594488
Chr1	11600000	11649999	0.057224927
Chr1	11650000	11699999	0.045667828
Chr1	11700000	11749999	0.044014688
Chr1	11750000	11799999	0.044330413
Chr1	11800000	11849999	0.044918033
Chr1	11850000	11899999	0.048058124
Chr1	11900000	11949999	0.050897059
Chr1	11950000	11999999	0.050183206
