POS	VALUE	CHROM
0	0.416220602	Chr1
0.05	0.416220602	Chr1
0.1	0.415419415	Chr1
0.15	0.414778887	Chr1
0.2	0.417775126	Chr1
0.25	0.417829947	Chr1
0.3	0.417650029	Chr1
0.35	0.4179549	Chr1
0.4	0.417935061	Chr1
0.45	0.418064702	Chr1
0.5	0.417747959	Chr1
0.55	0.417836375	Chr1
0.6	0.417762003	Chr1
0.65	0.419249887	Chr1
0.7	0.418023122	Chr1
0.75	0.418290171	Chr1
0.8	0.418314324	Chr1
0.85	0.418500852	Chr1
0.9	0.418338398	Chr1
0.95	0.418338398	Chr1
1	0.418097331	Chr1
1.05	0.4181235	Chr1
1.1	0.418438661	Chr1
1.15	0.418732831	Chr1
1.2	0.41591629	Chr1
1.25	0.415695321	Chr1
1.3	0.413339072	Chr1
1.35	0.404824821	Chr1
1.4	0.405255744	Chr1
1.45	0.402642386	Chr1
1.5	0.409768756	Chr1
1.55	0.411099381	Chr1
1.6	0.410358957	Chr1
1.65	0.411302547	Chr1
1.7	0.41148534	Chr1
1.75	0.411145474	Chr1
1.8	0.410937206	Chr1
1.85	0.41098926	Chr1
1.9	0.410423296	Chr1
1.95	0.410064067	Chr1
2	0.409680971	Chr1
2.05	0.409130524	Chr1
2.1	0.409385787	Chr1
2.15	0.408172432	Chr1
2.2	0.410127708	Chr1
2.25	0.410118019	Chr1
2.3	0.410295509	Chr1
2.35	0.410999861	Chr1
2.4	0.41082415	Chr1
2.45	0.412397564	Chr1
2.5	0.410129211	Chr1
2.55	0.407654979	Chr1
2.6	0.409692878	Chr1
2.65	0.409897977	Chr1
2.7	0.409453381	Chr1
2.75	0.408987098	Chr1
2.8	0.40473088	Chr1
2.85	0.406272	Chr1
2.9	0.410323021	Chr1
2.95	0.410952429	Chr1
3	0.41339986	Chr1
3.05	0.415577455	Chr1
3.1	0.41537678	Chr1
3.15	0.41752155	Chr1
3.2	0.41752155	Chr1
3.25	0.417737718	Chr1
3.3	0.416183805	Chr1
3.35	0.415487689	Chr1
3.4	0.415772109	Chr1
3.45	0.415628778	Chr1
3.5	0.416925955	Chr1
3.55	0.420249688	Chr1
3.6	0.415115911	Chr1
3.65	0.414441185	Chr1
3.7	0.415457889	Chr1
3.75	0.416258643	Chr1
3.8	0.422902652	Chr1
3.85	0.41323636	Chr1
3.9	0.410315646	Chr1
3.95	0.410535128	Chr1
4	0.410207273	Chr1
4.05	0.4073469	Chr1
4.1	0.407454659	Chr1
4.15	0.411166707	Chr1
4.2	0.411166707	Chr1
4.25	0.411166707	Chr1
4.3	0.412463333	Chr1
4.35	0.412933143	Chr1
4.4	0.414973971	Chr1
4.45	0.413405343	Chr1
4.5	0.409731886	Chr1
4.55	0.403827	Chr1
4.6	0.408272368	Chr1
4.65	0.405313167	Chr1
4.7	0.401704118	Chr1
4.75	0.410782053	Chr1
4.8	0.41024295	Chr1
4.85	0.435808929	Chr1
4.9	0.435808929	Chr1
4.95	0.435808929	Chr1
5	0.435808929	Chr1
5.05	0.438435	Chr1
5.1	0.405602033	Chr1
5.15	0.40351975	Chr1
5.2	0.406443394	Chr1
5.25	0.406676714	Chr1
5.3	0.40523473	Chr1
5.35	0.415181716	Chr1
5.4	0.416219371	Chr1
5.45	0.41834963	Chr1
5.5	0.419001306	Chr1
5.55	0.418458577	Chr1
5.6	0.418548231	Chr1
5.65	0.419003886	Chr1
5.7	0.419123475	Chr1
5.75	0.416971455	Chr1
5.8	0.416858519	Chr1
5.85	0.416291076	Chr1
5.9	0.421457819	Chr1
5.95	0.419583213	Chr1
6	0.426353843	Chr1
6.05	0.426531972	Chr1
6.1	0.427229507	Chr1
6.15	0.425801316	Chr1
6.2	0.424805221	Chr1
6.25	0.424810217	Chr1
6.3	0.42492987	Chr1
6.35	0.424842338	Chr1
6.4	0.424676399	Chr1
6.45	0.424511756	Chr1
6.5	0.424376604	Chr1
6.55	0.423768936	Chr1
6.6	0.423524546	Chr1
6.65	0.423481521	Chr1
6.7	0.423474453	Chr1
6.75	0.423467364	Chr1
6.8	0.423625419	Chr1
6.85	0.423663797	Chr1
6.9	0.423157567	Chr1
6.95	0.423538629	Chr1
7	0.420806888	Chr1
7.05	0.418134035	Chr1
7.1	0.412623545	Chr1
7.15	0.413053841	Chr1
7.2	0.396461692	Chr1
7.25	0.397560577	Chr1
7.3	0.397560577	Chr1
7.35	0.395963	Chr1
7.4	0.398379679	Chr1
7.45	0.402180588	Chr1
7.5	0.4013135	Chr1
7.55	0.407769881	Chr1
7.6	0.410362615	Chr1
7.65	0.410362615	Chr1
7.7	0.409131325	Chr1
7.75	0.40863761	Chr1
7.8	0.399947787	Chr1
7.85	0.400925119	Chr1
7.9	0.401506635	Chr1
7.95	0.401652585	Chr1
8	0.401077667	Chr1
8.05	0.402143089	Chr1
8.1	0.404084469	Chr1
8.15	0.406659679	Chr1
8.2	0.406592788	Chr1
8.25	0.40655692	Chr1
8.3	0.406585716	Chr1
8.35	0.405156753	Chr1
8.4	0.404112553	Chr1
8.45	0.4032289	Chr1
8.5	0.427981201	Chr1
8.55	0.428033448	Chr1
8.6	0.427912948	Chr1
8.65	0.427593943	Chr1
8.7	0.424455781	Chr1
8.75	0.422132647	Chr1
8.8	0.408717004	Chr1
8.85	0.41369148	Chr1
8.9	0.417337434	Chr1
8.95	0.41794946	Chr1
9	0.417389465	Chr1
9.05	0.417332449	Chr1
9.1	0.416323288	Chr1
9.15	0.414597218	Chr1
9.2	0.413959807	Chr1
9.25	0.413973195	Chr1
9.3	0.413952368	Chr1
9.35	0.41413183	Chr1
9.4	0.414229571	Chr1
9.45	0.414238689	Chr1
9.5	0.410965418	Chr1
9.55	0.41114788	Chr1
9.6	0.411150168	Chr1
9.65	0.411341735	Chr1
9.7	0.411855522	Chr1
9.75	0.412262252	Chr1
9.8	0.416141405	Chr1
9.85	0.414946927	Chr1
9.9	0.409941978	Chr1
9.95	0.397620963	Chr1
10	0.406068049	Chr1
10.05	0.414540157	Chr1
10.1	0.415892325	Chr1
10.15	0.420735253	Chr1
10.2	0.420886701	Chr1
10.25	0.421194941	Chr1
10.3	0.42143728	Chr1
10.35	0.418778052	Chr1
10.4	0.417433599	Chr1
10.45	0.417453312	Chr1
10.5	0.416931256	Chr1
10.55	0.416380757	Chr1
10.6	0.416434382	Chr1
10.65	0.423733388	Chr1
10.7	0.424192918	Chr1
10.75	0.424519655	Chr1
10.8	0.424736386	Chr1
10.85	0.423529106	Chr1
10.9	0.422265284	Chr1
10.95	0.42302108	Chr1
11	0.422089993	Chr1
11.05	0.418722675	Chr1
11.1	0.419693347	Chr1
11.15	0.419802981	Chr1
11.2	0.421400784	Chr1
11.25	0.425483581	Chr1
11.3	0.424415453	Chr1
11.35	0.425687256	Chr1
11.4	0.427091672	Chr1
11.45	0.426840103	Chr1
11.5	0.426913265	Chr1
